lookback,batchsize,updates,threshold,numfilters1,numfilters2,AvgTrainRNMSE,AvgTestRNMSE,AvgTestIncRNMSE,AvgTestIncTime
18,25,6,0.2,16,20,0.134331209,0.334866563,0.42514267,0.064463922
18,25,6,0.2,16,22,0.157101623,0.35793815,0.271334532,0.065690833
18,25,6,0.2,16,24,0.128406483,0.316419263,0.281615464,0.06407844
18,25,7,0,12,20,0.120426144,0.324338648,0.310337921,0.074225605
18,25,7,0,12,22,0.119507295,0.346147922,0.228382223,0.071879039
18,25,7,0,12,24,0.178179956,0.380150803,0.254602361,0.072742219
18,25,7,0,14,20,0.122075848,0.366932926,0.251785246,0.072084931
18,25,7,0,14,22,0.117567279,0.317546186,0.29104843,0.074085562
18,25,7,0,14,24,0.119661646,0.334098133,0.569330241,0.073035258
18,25,7,0,16,20,0.134331209,0.334866563,0.255085517,0.07405533
18,25,7,0,16,22,0.157101623,0.35793815,0.244618032,0.072290284
18,25,7,0,16,24,0.128406483,0.316419263,0.259287876,0.074345613
18,25,7,0,16,24,0.128406483,0.316419263,0.259287876,0.059789749
18,25,7,0,16,30,0.120510784,0.342505012,0.235608201,0.059658494
18,25,7,0,20,24,0.136683614,0.322775056,0.318840581,0.059586537
18,25,7,0,20,30,0.112414187,0.323087457,0.248685663,0.058764379
18,25,7,0.1,12,20,0.120426144,0.324338648,0.324716655,0.05803016
18,25,7,0.1,12,22,0.119507295,0.346147922,0.253603146,0.058132138
18,25,7,0.1,12,24,0.178179956,0.380150803,0.26362205,0.05766374
18,25,7,0.1,14,20,0.122075848,0.366932926,0.290500568,0.058284504
18,25,7,0.1,14,22,0.117567279,0.317546186,0.29692526,0.061075246
18,25,7,0.1,14,24,0.119661646,0.334098133,0.301044152,0.058707507
18,25,7,0.1,16,20,0.134331209,0.334866563,0.236052718,0.058340807
18,25,7,0.1,16,22,0.157101623,0.35793815,0.337687336,0.057968157
